qry,chamber,url,comb_text,sc_relevance_score
Chellie Pingree,Rep,https://twitter.com/chelliepingree/status/1301255526802747392?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/chelliepingree/status/1301255526802747392?ref_src=twsrc^google|twcamp^serp|twgr^tweet the #covid19 pandemic is hitting state & local government hard, forcing many to make devastating cuts to public education. the #heroesact provides ~$1 trillion in state & local relief to preserve funding for students and schools. the senate must pass this bill. #familiesfirst",1
Chellie Pingree,Rep,https://wgme.com/news/local/rep-pingree-pushes-for-american-rescue-plan-to-pass-senate,"c(""rep. pingree pushes for american rescue plan to  | pass senate | wgme | Â· | 18 hours ago https://wgme.com/news/local/rep-pingree-pushes-for-american-rescue-plan-to-pass-senate  "", ""rep. pingree pushes for american rescue plan to  | pass senate | wgme | Â· | 1 day ago https://wgme.com/news/local/rep-pingree-pushes-for-american-rescue-plan-to-pass-senate  "", ""rep. pingree pushes for american rescue plan to  | pass senate | wgme | Â· | 2 days ago https://wgme.com/news/local/rep-pingree-pushes-for-american-rescue-plan-to-pass-senate  ""
)",1
Chellie Pingree,Rep,https://www.argus-press.com/news/state_news/article_111d2022-dc2f-561a-83d0-34eacf531652.html,"rural maine businesses, startâ€‘ups to get ... https://www.argus-press.com/news/state_news/article_111d2022-dc2f-561a-83d0-34eacf531652.html pingree said that the assistance will help ensure residents of rural or coastal areas have â€œthe same support from their financial institutions as mainers who live in...more",0
Chellie Pingree,Rep,https://twitter.com/chelliepingree/status/1351958628056576000?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/chelliepingree/status/1351958628056576000?ref_src=twsrc^google|twcamp^serp|twgr^tweet join me in following @potus and @vp!,1
Chris Pappas,Rep,https://twitter.com/ChrisPappasNH/status/1348749506637082629?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/chrispappasnh/status/1348749506637082629?ref_src=twsrc^google|twcamp^serp|twgr^tweet this week we will show our constitution and democracy are stronger than a dangerous president who incited a violent attack on our capitol.

if the vice president wonâ€™t act to protect our country through the 25th amemdment, the house will use the impeachment process.",1
Chris Pappas,Rep,https://m.facebook.com/RepChrisPappas/videos/3281204291929832/,"while we fight the covid-19 pandemic, we... - congressman ... https://m.facebook.com/repchrispappas/videos/3281204291929832/",1
Chris Pappas,Rep,https://www.facebook.com/RepChrisPappas/videos/3374000649326899/,the systemic undermining of the us... - congressman chris ... https://www.facebook.com/repchrispappas/videos/3374000649326899/,1
Chris Pappas,Rep,https://www.fosters.com/news/20200902/school-leaders-plead-for-more-federal-state-funding,"school leaders plead for more federal, state  | funding | fosters.com | Â· | 12 hours ago https://www.fosters.com/news/20200902/school-leaders-plead-for-more-federal-state-funding",1
Chris Pappas,Rep,https://twitter.com/RepChrisPappas/status/1359609383752237056?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repchrispappas/status/1359609383752237056?ref_src=twsrc^google|twcamp^serp|twgr^tweet today i hosted an important conversation with @newhampshiredot commissioner sheehan and 100 infrastructure and transportation advocates and leaders.

strong investments in infrastructure will help us recover from this pandemic and build a better future for all granite staters.",1
Chris Pappas,Rep,https://www.youtube.com/watch?v=Ugq0tKGRN6o,"c(""rep. chris pappas: 'clearly there are people who came to the ... https://www.youtube.com/watch?v=ugq0tkgrn6o  "", ""rep. chris pappas: 'clearly there are people who came to the ... https://www.youtube.com/watch?v=ugq0tkgrn6o wmur-tv "", "" https://www.youtube.com/watch?v=ugq0tkgrn6o  "")",1
Chris Stewart,Rep,https://twitter.com/RepChrisStewart/status/1305553397475663874?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repchrisstewart/status/1305553397475663874?ref_src=twsrc^google|twcamp^serp|twgr^tweet last flight in the old slc terminal. it has served us all well through the years. tomorrowâ€™s opening of the new terminal will be a great day for our city & state. congrats to the airport team and all who made this possible. way to go!,1
Chris Stewart,Rep,https://www.facebook.com/RepChrisStewart/posts/,https://www.facebook.com/repchrisstewart/posts/,1
Chris Stewart,Rep,https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart,"c("". | chinese spies have  | targeted multiple  | members of congress:  | rep. stewart | . | 19 hours ago https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart  "", "". | chinese spies have  | targeted multiple  | members of congress: rep. stewart | . | 19 hours ago https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart  "", ""chinese spies have targeted multiple members of  | congress: rep. stewart | fox news | Â· | 2 days ago https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart  "", 
"". | chinese spies have  | targeted multiple  | members of congress: rep. stewart | . | 2 days ago https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart  "", "". | chinese spies have  | targeted multiple  | members of congress:  | rep. stewart | . | 2 days ago https://www.foxnews.com/politics/chinese-spies-targeted-multiple-members-congress-stewart  "")",1
Chris Stewart,Rep,https://www.sltrib.com/news/politics/2019/11/21/rep-chris-stewart-says/,https://www.sltrib.com/news/politics/2019/11/21/rep-chris-stewart-says/,1
Chris Stewart,Rep,https://www.pinstripealley.com/2020/12/2/21737080/mlb-yankees-history-chris-stewart-traded-cesar-geronimo-gary-sanchez-birthday,this day in yankees history: chris stewart  | experiment ends via trade | pinstripe alley | Â· | 2 days ago https://www.pinstripealley.com/2020/12/2/21737080/mlb-yankees-history-chris-stewart-traded-cesar-geronimo-gary-sanchez-birthday,0
Chris Stewart,Rep,https://www.abc4.com/news/top-stories/exclusive-sen-romney-rep-stewart-speak-with-abc4-on-eve-of-inauguration/,"c(""abc4 utah | . | exclusive: sen.  | romney, rep. stewart  | speak with abc4 on  | eve of inauguration | . | 2 days ago https://www.abc4.com/news/top-stories/exclusive-sen-romney-rep-stewart-speak-with-abc4-on-eve-of-inauguration/  "", ""exclusive: sen. romney, rep. stewart speak  | with abc4 on eve of inauguration | abc4 utah | Â· | 12 hours ago https://www.abc4.com/news/top-stories/exclusive-sen-romney-rep-stewart-speak-with-abc4-on-eve-of-inauguration/  "", ""exclusive: sen. romney, rep. stewart speak  | with abc4 on eve of inauguration | abc4 utah | Â· | 13 hours ago https://www.abc4.com/news/top-stories/exclusive-sen-romney-rep-stewart-speak-with-abc4-on-eve-of-inauguration/  ""
)",1
Cindy Axne,Rep,https://twitter.com/RepCindyAxne/status/1354557753310765056?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repcindyaxne/status/1354557753310765056?ref_src=twsrc^google|twcamp^serp|twgr^tweet strengthening the pandemic response relies on strong manufacturing. 

iâ€™m proud to work with the biden administration to ensure a strong supply chain of vaccines, critical materials, & ppe for #ia03 and all americans. #scientificsolutions 

www.weareiowa.com/articâ€¦",1
Cindy Axne,Rep,https://fox8.com/news/washington-dc-bureau/surgeon-general-limit-holiday-gatherings-to-slow-virus-spread/,"surgeon general: limit holiday gatherings to ... https://fox8.com/news/washington-dc-bureau/surgeon-general-limit-holiday-gatherings-to-slow-virus-spread/ â€œwe need him to step up and put a mask mandate in order,â€ rep. cindy axne, d-iowa, said.",1
Cindy Axne,Rep,https://twitter.com/RepCindyAxne/status/1356992485583687681?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repcindyaxne/status/1356992485583687681?ref_src=twsrc^google|twcamp^serp|twgr^tweet my new legislation with @senatordurbin would provide tax relief to millions of americans who received unemployment benefits last year that helped them make ends meet.

learn more â¤µï¸ #ia03
www.businessinsider.comâ€¦",1
Cindy Axne,Rep,https://twitter.com/RepCindyAxne/status/1375913144426528769?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repcindyaxne/status/1375913144426528769?ref_src=twsrc^google|twcamp^serp|twgr^tweet this #passover, let us remember the importance of working together to overcome adversity.
Â 
#chagsameach to all who celebrate. #ia03",1
Cindy Axne,Rep,https://www.politico.com/news/2020/10/01/pelosi-no-coronavirus-deal-likely-424438,"house approves $2.2 trillion covid measure ... https://www.politico.com/news/2020/10/01/pelosi-no-coronavirus-deal-likely-424438 â€œthis is going nowhere, we know it's going nowhere. this is just a vote to make people feel good,â€ axne said. â€œi want to help people, and that means sitting at the table...more",1
Cindy Axne,Rep,https://www.kcrg.com/video/2021/02/04/congresswoman-cindy-axne-quarantine-after-staffer-tests-positive-covid/,congresswoman cindy axne in quarantine after staffer tests ... https://www.kcrg.com/video/2021/02/04/congresswoman-cindy-axne-quarantine-after-staffer-tests-positive-covid/,1
Danny K. Davis,Rep,https://twitter.com/RepDannyDavis/status/1325167340720250882?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repdannydavis/status/1325167340720250882?ref_src=twsrc^google|twcamp^serp|twgr^tweet #46........ðŸ‘ŠðŸ¿ðŸ‘ŠðŸ¿ðŸ‘ŠðŸ¿,1
Danny K. Davis,Rep,https://twitter.com/RepDannyDavis?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,"c(""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor today i joined @reppressley in a letter to bureau of prisons: stop impeding stimulus payments for people who are incarcerated davis.house.gov/statemeâ€¦ "", ""rep. danny k. davis (@repdannydavis) Â· twitter https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor  "", ""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor did you know?  december 3, 1818, illinois joined the union....for some cool facts and information check cdn.loc.gov/project/lcnâ€¦ "", 
""rep. danny k. davis (@repdannydavis) Â· twitter https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor stand in unity.... pic.twitter.com/j3iorgzâ€¦ "", ""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor only in america... "", ""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor i have seen stories of citizens standing in line for over 11 hours to vote.  if voting wasn't important, some politicos wouldn't make it this difficult to do something this simple.  vote!!! "", 
""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor to be clear, for those who don't have employer-based coverage the aca has been a lifeline. the gop doesn't want to replace it (they don't ever want to actually govern) they want to use it as a rallying cry.  furthermore, it is a pound foolish to try to remove it during covid. "", ""rep. danny k. davis (@repdannydavis) Â· twitter https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor #justbreathe americans...time to breathe.... "", 
""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor michigan has had one heck of a day.... "", ""rep. danny k. davis (@repdannydavis) Â· twitterhttps://twitter.com/repdannydavis https://twitter.com/repdannydavis?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor #11.03.2020 - let's do this.... "")",1
Danny K. Davis,Rep,https://twitter.com/RepDannyDavis/status/1347051312412831744?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdannydavis/status/1347051312412831744?ref_src=twsrc^google|twcamp^serp|twgr^tweet sen. josh hawley (r-mo) just objected to the election results of pennsylvania; let that sink it.  in a couple of months he will be calling on the same potus he so heroically rejected to lobby for funding, provisions, etc.",1
Danny K. Davis,Rep,https://www.congress.gov/member/district/danny-davis/D000096,"c(""danny k. davis - district map | congress.gov | library of ... https://www.congress.gov/member/district/danny-davis/d000096  "", ""danny k. davis - district map | congress.gov | library of ... https://www.congress.gov/member/district/danny-davis/d000096 danny k .  davis , the representative from illinois - in congress from 2021 through present. currently serving illinois district 7. "")",1
Danny K. Davis,Rep,https://twitter.com/RepDannyDavis/status/1374831427355877376?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdannydavis/status/1374831427355877376?ref_src=twsrc^google|twcamp^serp|twgr^tweet neal, larson, pascrell, davis demand social security administration immediately send stimulus payment information to irs davis.house.gov/statemeâ€¦",1
Danny K. Davis,Rep,https://chicago.suntimes.com/2020/1/24/21079106/danny-davis-7th-congressional-district-democrat-nominee-incumbent-candidate-2020-election-house-rep,"c("" https://chicago.suntimes.com/2020/1/24/21079106/danny-davis-7th-congressional-district-democrat-nominee-incumbent-candidate-2020-election-house-rep  "", ""danny davis: 7th congressional district  | democratic nominee, incumbent | chicago sun-times | Â· | 4 hours ago https://chicago.suntimes.com/2020/1/24/21079106/danny-davis-7th-congressional-district-democrat-nominee-incumbent-candidate-2020-election-house-rep  "", ""danny davis: 7th congressional district  | democratic nominee, incumbent | chicago sun-times | Â· | 1 day ago https://chicago.suntimes.com/2020/1/24/21079106/danny-davis-7th-congressional-district-democrat-nominee-incumbent-candidate-2020-election-house-rep  ""
)",1
David Trone,Rep,https://twitter.com/davidjtrone/status/1352614070185320449?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/davidjtrone/status/1352614070185320449?ref_src=twsrc^google|twcamp^serp|twgr^tweet .@joebiden's message of unity is exactly what is needed to put our country back on the right path. i'm thankful that he got to work right away on the most pressing issues, and i'm optimistic that his bipartisan leadership will help us to come together.
bethesdamagazine.com/beâ€¦",1
David Trone,Rep,https://twitter.com/RepDavidTrone/status/1373730377714569226?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdavidtrone/status/1373730377714569226?ref_src=twsrc^google|twcamp^serp|twgr^tweet hope all those who celebrate enjoyed a happy & healthy #nowruz. may this year bring you and your family joy, peace, and prosperity.",1
David Trone,Rep,https://twitter.com/RepDavidTrone/status/1329851323978817543?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdavidtrone/status/1329851323978817543?ref_src=twsrc^google|twcamp^serp|twgr^tweet every american deserves to live as their true, authentic self without fear of discrimination and violence.
on #transdayofremembrance, we honor the lives that have been lost and recommit ourselves to ending anti-transgender violence once and for all.",1
David Trone,Rep,https://www.baltimoresun.com/politics/bs-md-trone-runs-for-congress-20170801-story.html,https://www.baltimoresun.com/politics/bs-md-trone-runs-for-congress-20170801-story.html,1
David Trone,Rep,https://twitter.com/RepDavidTrone/status/1316022328761876481?ref_src=twsrc^google|twcamp^serp|twgr^tweet,https://twitter.com/repdavidtrone/status/1316022328761876481?ref_src=twsrc^google|twcamp^serp|twgr^tweet communities of color have been disproportionately impacted by our broken criminal justice system for generations. the george floyd #justiceinpolicing act would make our communities safer and hold problematic officers accountable. we need the senate to pass this bill.,1
David Trone,Rep,https://twitter.com/RepDavidTrone/status/1356289430911393792?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdavidtrone/status/1356289430911393792?ref_src=twsrc^google|twcamp^serp|twgr^tweet during #blackhistorymonth, we celebrate the culture and contributions of black americans and recognize that we still have a lot of work to do to create a more just society. we can and must do this together. #blacklivesmatter",1
Dean Phillips,Rep,/aclk?sa=l&ai=DChcSEwix24GUrM_rAhWGhsAKHS_4C48YABAAGgJpbQ&sig=AOD64_2cGF9nMuhIMVOWMQgfAhxHDDTzzg&adurl=&q=,join team angie - a fighter for minnesotans - give today /aclk?sa=l&ai=dchcsewix24gurm_rahwghsakhs_4c48yabaaggjpbq&sig=aod64_2cgf9nmuhimvowmqgfahxhddtzzg&adurl=&q= we need elected officials who are honest and work for the people. we need an open and transparent government.,0
Dean Phillips,Rep,/aclk?sa=l&ai=DChcSEwiZs769qs_rAhUE28AKHU89AmkYABAAGgJpbQ&ae=2&sig=AOD64_1LmIJgYe0ao46OvDEhIpfAJ5_kfg&adurl=&q=,join team angie - a fighter for minnesotans. /aclk?sa=l&ai=dchcsewizs769qs_rahue28akhu89amkyabaaggjpbq&ae=2&sig=aod64_1lmijgye0ao46ovdehipfaj5_kfg&adurl=&q= we need elected officials who are honest and work for the people. we need an open and transparent government.,0
Dean Phillips,Rep,https://twitter.com/RepDeanPhillips/status/1345808880220184576?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdeanphillips/status/1345808880220184576?ref_src=twsrc^google|twcamp^serp|twgr^tweet on 11/19/20, i met with speaker pelosi to advocate for emergency covid relief and advise her i would support her for speaker if, and only if, she shepherded a bipartisan bill through congress by yearâ€™s end. she did so, and thus iâ€™ll be casting my vote for her shortly. 1/3",1
Dean Phillips,Rep,https://www.hometownsource.com/sun_sailor/news/local/rep-phillips-on-impeachment-without-accountability-we-cannot-have-unity/article_26839604-5691-11eb-988f-f3081ff1ce5a.html,"c(""rep. phillips on impeachment: 'without  | accountability, we cannot have unity' | hometownsource.com | Â· | 2 days ago https://www.hometownsource.com/sun_sailor/news/local/rep-phillips-on-impeachment-without-accountability-we-cannot-have-unity/article_26839604-5691-11eb-988f-f3081ff1ce5a.html  "", ""rep. phillips on impeachment: 'without  | accountability, we cannot have unity' | hometownsource.com | Â· | 1 day ago https://www.hometownsource.com/sun_sailor/news/local/rep-phillips-on-impeachment-without-accountability-we-cannot-have-unity/article_26839604-5691-11eb-988f-f3081ff1ce5a.html  ""
)",1
Dean Phillips,Rep,https://phillips.house.gov/media/in-the-news/qa-how-dean-phillips-tried-fix-ppp,https://phillips.house.gov/media/in-the-news/qa-how-dean-phillips-tried-fix-ppp,1
Dean Phillips,Rep,https://globegazette.com/news/iowa/gallagher-dean-phillips-grandson-of-iowas-dear-abby-wins-congressional-seat/article_893bf755-07ad-5d12-94d4-ac7aa2afe5af.html,https://globegazette.com/news/iowa/gallagher-dean-phillips-grandson-of-iowas-dear-abby-wins-congressional-seat/article_893bf755-07ad-5d12-94d4-ac7aa2afe5af.html,1
Don Bacon,Rep,https://www.beenverified.com/,"we found donald bacon - view public records online https://www.beenverified.com/ see donald bacon's public records: 1. phone 2. address 3. social media & more. lookup any name. experience the beenverifiedÂ® difference. searching is easy - try it today! financial records. 7,000,000 app downloads. quick & easy to use. licenses + permits.",0
Don Bacon,Rep,https://twitter.com/RepDonBacon/status/1337461214000123905?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdonbacon/status/1337461214000123905?ref_src=twsrc^google|twcamp^serp|twgr^tweet in honor of #nationalbibleweek, i spoke on the house floor to share my love for the bible and how my faith has helped me through times of hardship. the bible has also helped me gain strength and confidence, especially during my four deployments to the middle east.",1
Don Bacon,Rep,https://omaha.com/opinion/editorial/editorial-biden-bacon-voter-phenomenon-shows-independent-mindedness/article_9a70f3ca-86c8-556e-ba3a-a21d40bb0d66.html,"c(""editorial: 'biden-bacon voter' phenomenon shows  | independent-mindedness | omaha world-herald | Â· | 2 days ago https://omaha.com/opinion/editorial/editorial-biden-bacon-voter-phenomenon-shows-independent-mindedness/article_9a70f3ca-86c8-556e-ba3a-a21d40bb0d66.html  "", ""editorial: 'biden-bacon voter' phenomenon shows  | independent-mindedness | omaha world-herald | Â· | 19 hours ago https://omaha.com/opinion/editorial/editorial-biden-bacon-voter-phenomenon-shows-independent-mindedness/article_9a70f3ca-86c8-556e-ba3a-a21d40bb0d66.html  "", 
""editorial: 'biden-bacon voter' phenomenon shows  | independent-mindedness | omaha world-herald | Â· | 20 hours ago https://omaha.com/opinion/editorial/editorial-biden-bacon-voter-phenomenon-shows-independent-mindedness/article_9a70f3ca-86c8-556e-ba3a-a21d40bb0d66.html  "")",1
Don Bacon,Rep,https://twitter.com/RepDonBacon/status/1373635871564558337?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdonbacon/status/1373635871564558337?ref_src=twsrc^google|twcamp^serp|twgr^tweet taiwan is a beacon of democracy, human rights, and free enterprise in asiaâ€”ideals rejected by chinaâ€™s communist party.

as a member of the taiwan caucus, i'm committed to protecting these freedoms and preserving our self-defense capabilities and alliance with #taiwan.",1
Don Bacon,Rep,https://apnews.com/article/election-2020-virus-outbreak-don-bacon-omaha-ben-sasse-931bf7ab61a8a44623b29e148d57f6a2,"c(""gop rep. don bacon reelected in nebraska's 2nd district https://apnews.com/article/election-2020-virus-outbreak-don-bacon-omaha-ben-sasse-931bf7ab61a8a44623b29e148d57f6a2  "", "" https://apnews.com/article/election-2020-virus-outbreak-don-bacon-omaha-ben-sasse-931bf7ab61a8a44623b29e148d57f6a2  "")",1
Don Bacon,Rep,https://twitter.com/RepDonBacon/status/1371159482382880768?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdonbacon/status/1371159482382880768?ref_src=twsrc^google|twcamp^serp|twgr^tweet we are looking for hardworking and passionate interns to assist us in both our d.c. and omaha offices through constituent services, communications, district-focused events, and legislative research.

apply here: bacon.house.gov/serviceâ€¦",1
Don Young,Rep,https://twitter.com/repdonyoung/status/1304447803670900736?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdonyoung/status/1304447803670900736?ref_src=twsrc^google|twcamp^serp|twgr^tweet 19 years ago, thousands of innocent lives were tragically cut short. september 11, 2001 was one of america's darkest days, and we must never forget the victims of this heinous evil. many heroes stepped up that day.",1
Don Young,Rep,https://swvatoday.com/news/national/govt-and-politics/article_e0dfcdb9-5aed-521f-947c-32e85c4391c0.html,challenger says alaska's us rep. young is  | ducking debates | swva today | Â· | 1 day ago https://swvatoday.com/news/national/govt-and-politics/article_e0dfcdb9-5aed-521f-947c-32e85c4391c0.html,0
Don Young,Rep,https://www.kinyradio.com/news/news-of-the-north/challenger-says-alaskas-us-rep-young-is-ducking-debates/,"c(""challenger says alaska's us rep. young is  | ducking debates | kiny | Â· | 2 days ago https://www.kinyradio.com/news/news-of-the-north/challenger-says-alaskas-us-rep-young-is-ducking-debates/  "", ""challenger says alaska's us rep. young is  | ducking debates | kiny | Â· | 1 day ago https://www.kinyradio.com/news/news-of-the-north/challenger-says-alaskas-us-rep-young-is-ducking-debates/  "")",1
Don Young,Rep,https://www.youtube.com/watch?v=tEVXzVFiTt4,"c(""fighting for his 25th term, here's why don young says he's not ... https://www.youtube.com/watch?v=tevxzvfitt4  "", ""fighting for his 25th term, here's why don young says he's not ... https://www.youtube.com/watch?v=tevxzvfitt4 alaska public media "", ""an interview with don young, incumbent candidate for ... https://www.youtube.com/watch?v=tevxzvfitt4 alaska public media "", ""u.s. house incumbent don young campaigns for his 25th ... https://www.youtube.com/watch?v=tevxzvfitt4 alaska public media ""
)",1
Don Young,Rep,https://hu-hu.facebook.com/RepDonYoung/videos/hr-200-passes-out-of-the-house/10158160929829852/,congressman don young - hr 200 passes out of the house https://hu-hu.facebook.com/repdonyoung/videos/hr-200-passes-out-of-the-house/10158160929829852/,1
Don Young,Rep,https://apnews.com/article/election-2020-alaska-anchorage-elections-house-elections-3b44817b57589032e03769fa5aceb8d8,"c(""too early to call rematch for alaska's sole house  | seat | associated press | Â· | 7 hours ago https://apnews.com/article/election-2020-alaska-anchorage-elections-house-elections-3b44817b57589032e03769fa5aceb8d8  "", ""too early to call rematch for alaska's sole house  | seat | associated press | Â· | 3 days ago https://apnews.com/article/election-2020-alaska-anchorage-elections-house-elections-3b44817b57589032e03769fa5aceb8d8  "", ""too early to call rematch for alaska's sole house  | seat | associated press | Â· | 2 days ago https://apnews.com/article/election-2020-alaska-anchorage-elections-house-elections-3b44817b57589032e03769fa5aceb8d8  "", 
""too early to call rematch for alaska's sole house  | seat | associated press | Â· | 1 day ago https://apnews.com/article/election-2020-alaska-anchorage-elections-house-elections-3b44817b57589032e03769fa5aceb8d8  "")",1
Doug Collins,Rep,https://nypost.com/2020/11/08/rep-doug-collins-to-lead-trump-campaigns-georgia-recount-effort/,"c("". | rep. doug collins to  | lead trump  | campaign's georgia  | recount effort | . | 9 hours ago https://nypost.com/2020/11/08/rep-doug-collins-to-lead-trump-campaigns-georgia-recount-effort/  "", ""rep. doug collins to lead trump campaign's  | georgia recount effort | new york post | Â· | 9 hours ago https://nypost.com/2020/11/08/rep-doug-collins-to-lead-trump-campaigns-georgia-recount-effort/  "")",1
Doug Collins,Rep,https://www.ajc.com/news/immigration-authorities-arrest-13-korean-workers-at-sk-battery-plant/RGJDWSXPXFDSLEVCDSARJCTIT4/,"immigration authorities arrest 13 korean ... https://www.ajc.com/news/immigration-authorities-arrest-13-korean-workers-at-sk-battery-plant/rgjdwsxpxfdslevcdsarjctit4/ â€œthese arrests confirm what we suspected all along: for months, sk and their contractors have been engaged in an ongoing scheme to illegally employ korean foreign...more",1
Doug Collins,Rep,https://www.foxnews.com/politics/doug-collins-ayanna-pressley-unrest,"c(""doug collins blasts ayanna pressley for 'fanning  | the flames of anarchy' \nwith call for more civil unrest | fox news | Â· | 2 weeks ago https://www.foxnews.com/politics/doug-collins-ayanna-pressley-unrest  "", ""doug collins blasts ayanna pressley for 'fanning  | the flames of anarchy' \nwith call for more civil unrest | fox news | Â· | 1 month ago https://www.foxnews.com/politics/doug-collins-ayanna-pressley-unrest  "", ""doug collins blasts ayanna pressley for 'fanning  | the flames of anarchy' \nwith call for more civil unrest | fox news | Â· | 4 weeks ago https://www.foxnews.com/politics/doug-collins-ayanna-pressley-unrest  ""
)",1
Doug Collins,Rep,https://www.usatoday.com/story/news/politics/2020/09/19/doug-collins-slammed-tweet-ruth-bader-ginsburgs-abortion-stance/5833343002/,"c("". | 'unforgivable': rep.  | doug collins slammed  | for tweet about ruth  | bader \nginsburg's abortion stance after her death | . | 1 day ago https://www.usatoday.com/story/news/politics/2020/09/19/doug-collins-slammed-tweet-ruth-bader-ginsburgs-abortion-stance/5833343002/  "", ""doug collins slammed for tweet on ruth bader ginsburg's ... https://www.usatoday.com/story/news/politics/2020/09/19/doug-collins-slammed-tweet-ruth-bader-ginsburgs-abortion-stance/5833343002/  "", "". | 'unforgivable': rep.  | doug collins slammed  | for tweet about ruth  | bader \nginsburg's abortion stance after her death | . | 11 hours ago https://www.usatoday.com/story/news/politics/2020/09/19/doug-collins-slammed-tweet-ruth-bader-ginsburgs-abortion-stance/5833343002/  ""
)",1
Doug Collins,Rep,https://twitter.com/RepDougCollins/status/1305893379306409984?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdougcollins/status/1305893379306409984?ref_src=twsrc^google|twcamp^serp|twgr^tweet canâ€™t say you werenâ€™t warned.
www.wsj.com/articles/grâ€¦",1
Doug Collins,Rep,https://twitter.com/RepDougCollins/status/1333857460633931776?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/repdougcollins/status/1333857460633931776?ref_src=twsrc^google|twcamp^serp|twgr^tweet republicans must hold the senate.
 
there is too much at stake.",1
Dutch Ruppersberger,Rep,https://twitter.com/Call_Me_Dutch/status/1303807948540522496?ref_src=twsrc^google|twcamp^serp|twgr^tweet,"https://twitter.com/call_me_dutch/status/1303807948540522496?ref_src=twsrc^google|twcamp^serp|twgr^tweet thrilled my bipartisan violence intervention bill w/ @repkinzinger, the bipartisan solution to cyclical violence act â€“ which was inspired by the success of the violence intervention program at @shocktrauma â€“ will now be considered on the house floor. more: bit.ly/2fe8thm",1
